label	text
0	satin rouge is not a new , or inventive , journey , but it's encouraging to see a three-dimensional , average , middle-aged woman's experience of self-discovery handled with such sensitivity .
1	a movie that feels like the pilot episode of a new teen-targeted action tv series .
1	without shakespeare's eloquent language , the update is dreary and sluggish .
1	it takes talent to make a lifeless movie about the most heinous man who ever lived .
1	beyond a handful of mildly amusing lines . . . there just isn't much to laugh at .
1	a restrained ribisi convinces as an italian , though if ever a movie needed one of the actor's whiny jags to pump it up , this has to be among the rare ones .
0	smith's point is simple and obvious -- people's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers .
1	this bond film goes off the beaten path , not necessarily for the better .
0	the filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .
1	everything was as superficial as the forced new jersey lowbrow accent uma had .
0	does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets .
0	the camera soars above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm .
1	since lee is a sentimentalist , the film is more worshipful than your random e ! true hollywood story .
1	this is the sort of low-grade dreck that usually goes straight to video --with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes .
1	once she lets her love depraved leads meet , [denis'] story becomes a hopeless , unsatisfying muddle
1	the mothman prophecies , which is mostly a bore , seems to exist only for its climactic setpiece .
0	a lot of the credit for the film's winning tone must go to grant , who hasn't lost a bit of the dry humor that first made audiences on both sides of the atlantic love him .
0	huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she'll crack .
0	at its best ( and it does have some very funny sequences ) looking for leonard reminds you just how comically subversive silence can be .
1	the whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .
1	director david fincher and writer david koepp can't sustain it .
1	the screenplay comes across , rather unintentionally , as hip-hop scooby-doo .
0	watching haneke's film is , aptly enough , a challenge and a punishment . but watching huppert , a great actress tearing into a landmark role , is riveting .
0	worth watching for dong jie's performance -- and for the way it documents a culture in the throes of rapid change .
1	sitting through the last reel ( spoiler alert ! ) is significantly less charming than listening to a four-year-old with a taste for exaggeration recount his halloween trip to the haunted house .
1	contrived , maudlin and cliche-ridden . . . if this sappy script was the best the contest received , those rejected must have been astronomically bad .
0	an exceedingly clever piece of cinema . another great what you don't see' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances
1	dong never pushes for insights beyond the superficial tensions of the dynamic he's dissecting , and the film settles too easily along the contours of expectation .
0	one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret .
0	true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .
1	britney spears' phoniness is nothing compared to the movie's contrived , lame screenplay and listless direction .
1	there's not enough to sustain the comedy .
0	as a first-time director , paxton has tapped something in himself as an actor that provides frailty with its dark soul .
1	i'm giving it thumbs down due to the endlessly repetitive scenes of embarrassment . there's got to be a more graceful way of portraying the devastation of this disease .
1	like all abstract art , the film does not make this statement in an easily accessible way , and -- unless prewarned -- it would be very possible for a reasonably intelligent person to sit through its tidal wave of imagery and not get this vision at all .
1	i was trying to decide what annoyed me most about god is great . . . i'm not , and then i realized that i just didn't care .
0	it's definitely an improvement on the first blade , since it doesn't take itself so deadly seriously .
0	the imax screen enhances the personal touch of manual animation .
0	what a great way to spend 4 units of your day .
0	has its share of arresting images .
0	uneven but a lot of fun .
1	a film that loses sight of its own story .
1	solondz may well be the only one laughing at his own joke
1	it's hard to believe these jokers are supposed to have pulled off four similar kidnappings before .
1	the twist that ends the movie is the one with the most emotional resonance , but twists are getting irritating , and this is the kind of material where the filmmakers should be very careful about raising eyebrows .
1	astonishing isn't the word -- neither is incompetent , incoherent or just plain crap . indeed , none of these words really gets at the very special type of badness that is deuces wild .
1	sinks into the usual cafeteria goulash of fart jokes , masturbation jokes , and racist japanese jokes .
0	an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient
1	this mess of a movie is nothing short of a travesty of a transvestite comedy .
0	expands the limits of what a film can be , taking us into the lives of women to whom we might not give a second look if we passed them on the street .
0	a sharp , amusing study of the cult of celebrity .
0	there's a wickedly subversive bent to the best parts of birthday girl .
1	the movie has very little to offer besides unintentional laughs .
1	seemingly a vehicle to showcase the canadian's inane ramblings , stealing harvard is a smorgasbord of soliloquies about nothing delivered by the former mr . drew barrymore .
0	it is as uncompromising as it is nonjudgmental , and makes clear that a prostitute can be as lonely and needy as any of the clients .
1	oh , it's extreme , all right . extremely dumb . extremely confusing . extremely boring .
1	a film that suffers because of its many excesses .
1	incoherence reigns .
0	tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy .
0	one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind .
1	like those to rome , all roads in the banger sisters inevitably lead to a joke about hawn's breasts , which constantly threaten to upstage the woman sporting them .
1	vera's technical prowess ends up selling his film short ; he smoothes over hard truths even as he uncovers them .
0	even as it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators , scratch is great fun , full of the kind of energy it's documenting .
0	trademark american triteness and simplicity are tossed out the window with the intelligent french drama that deftly explores the difficult relationship between a father and son .
1	the film is like a series of beginnings and middles that never take off .
1	intriguing documentary which is emotionally diluted by focusing on the story's least interesting subject .
1	instead of accurately accounting a terrible true story , the film's more determined to become the next texas chainsaw massacre . but what about the countless other people who'd merely like to watch a solid tale about a universally interesting soul ?
1	is " ballistic " worth the price of admission ? absolutely not . it sucked . would i see it again ? please see previous answer .
1	the production values are up there . the use of cgi and digital ink-and-paint make the thing look really slick . the voices are fine as well . the problem , it is with most of these things , is the script .
1	not a bad premise , but the execution is lackluster at best .
0	yeah , these flicks are just that damn good . isn't it great ?
0	benefits from a strong performance from zhao , but it's dong jie's face you remember at the end .
0	the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him . . . there is never really a true " us " versus " them " .
0	hardly a film that comes along every day .
0	this is a very fine movie -- go see it .
1	jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .
0	strange it is , but delightfully so .
0	claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications .
1	apart from dazzling cinematography , we've seen just about everything in blue crush in one form or the other .
0	mana gives us compelling , damaged characters who we want to help -- or hurt .
0	a captivating new film .
1	seagal is painfully foolish in trying to hold onto what's left of his passe' chopsocky glory .
0	a reasonably entertaining sequel to 1994's surprise family hit that may strain adult credibility .
0	director andrew niccol . . . demonstrates a wry understanding of the quirks of fame . his healthy sense of satire is light and fun . . . .
0	though not for everyone , the guys is a somber trip worth taking .
0	a rich tale of our times , very well told with an appropriate minimum of means .
0	the real triumphs in igby come from philippe , who makes oliver far more interesting than the character's lines would suggest , and sarandon , who couldn't be better as a cruel but weirdly likable wasp matron .
1	there's no emotional pulse to solaris . with an emotional sterility to match its outer space setting , soderbergh's spectacular swing for the fence yields only a spectacular whiff .
1	much like robin williams , death to smoochy has already reached its expiration date .
1	it's a lot to ask people to sit still for two hours and change watching such a character , especially when rendered in as flat and impassive a manner as phoenix's .
0	it does give a taste of the burning man ethos , an appealing blend of counter-cultural idealism and hedonistic creativity .
0	a gorgeous , witty , seductive movie .
0	rarely does such high-profile talent serve such literate material .
0	invincible is a wonderful movie .
1	has a customarily jovial air but a deficit of flim-flam inventiveness .
0	moving and vibrant .
1	a fan film that for the uninitiated plays better on video with the sound turned down .
1	formula 51 is so trite that even yu's high-energy action stylings can't break through the stupor .
0	light , silly , photographed with colour and depth , and rather a good time .
0	a sobering and powerful documentary about the most severe kind of personal loss : rejection by one's mother .
1	. . . perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world .
1	when your subject is illusion versus reality , shouldn't the reality seem at least passably real ?
0	frida's artistic brilliance is undeniable -- it's among the most breathtakingly designed films i've ever seen .
1	human nature is a goofball movie , in the way that malkovich was , but it tries too hard .
0	devos and cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .
1	plays like a bad blend of an overripe episode of tv's dawson's creek and a recycled and dumbed-down version of love story .
0	a devastating indictment of unbridled greed and materalism .
0	hatosy . . . portrays young brendan with his usual intelligence and subtlety , not to mention a convincing brogue .
0	a dazzling dream of a documentary .
0	[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too .
1	kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins , but it's close . )
1	the acting by the over-25s lacks spark , with csokas particularly unconnected .
1	this is a movie that starts out like heathers , then becomes bring it on , then becomes unwatchable .
1	its well of thorn and vinegar ( and simple humanity ) has long been plundered by similar works featuring the insight and punch this picture so conspicuously lacks .
1	too smart to ignore but a little too smugly superior to like , this could be a movie that ends up slapping its target audience in the face by shooting itself in the foot .
1	believability wasn't one of the film's virtues .
0	here's yet another cool crime movie that actually manages to bring something new into the mix .
0	touché !
1	a broad , melodramatic estrogen opera that's pretty toxic in its own right .
0	it's a cool event for the whole family . maybe not a classic , but a movie the kids will want to see over and over again .
0	an edifying glimpse into the wit and revolutionary spirit of these performers and their era .
1	i can't remember the last time i saw an audience laugh so much during a movie , but there's only one problemit's supposed to be a drama .
0	as improbable as this premise may seem , abbass's understated , shining performance offers us the sense that on some elemental level , lilia deeply wants to break free of her old life .
1	this is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action .
0	in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . sometimes , that's enough .
1	such master screenwriting comes courtesy of john pogue , the yale grad who previously gave us " the skulls " and last year's " rollerball . " enough said , except : film overboard !
1	as with too many studio pics , plot mechanics get in the way of what should be the lighter-than-air adventure .
0	it may not be " last tango in paris " but . . .
1	just a bunch of good actors flailing around in a caper that's neither original nor terribly funny .
1	it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades .
0	a pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances .
0	trapped won't score points for political correctness , but it may cause parents a few sleepless hours -- a sign of its effectiveness .
1	no cliche escapes the perfervid treatment of gang warfare called ces wild .
0	boisterous , heartfelt comedy .
1	life is a crock -- or something like it .
0	the movie's eventual success should be credited to dennis quaid , in fighting trim shape as an athlete as well as an actor
1	imagine a film that begins as a seven rip-off , only to switch to a mix of the shining , the thing , and any naked teenagers horror flick from the 1980s .
0	chicago pode até ser um filme divertido e cativante ( como é ) , mas acaba representando um passo que vai na direção contrária à evolução dos musicais .
0	it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .
0	far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series .
0	a coda in every sense , the pinochet case splits time between a minute-by-minute account of the british court's extradition chess game and the regime's talking-head survivors .
0	a mostly intelligent , engrossing and psychologically resonant suspenser .
1	the kind of film that leaves you scratching your head in amazement over the fact that so many talented people could participate in such an ill-advised and poorly executed idea .
0	a jaw-droppingly beautiful work that upends nearly every cliché of japanese animation while delivering a more than satisfactory amount of carnage .
0	if you liked such movies as notting hill , four weddings and a funeral , bridget jones' diary or high fidelity , then you won't want to miss about a boy .
1	. . . the movie is just a plain old monster .
0	my wife is an actress is an utterly charming french comedy that feels so american in sensibility and style it's virtually its own hollywood remake .
1	whatever satire lucky break was aiming for , it certainly got lost in the " soon-to-be-forgettable " section of the quirky rip-off prison romp pile . it's petty thievery like this that puts flimsy flicks like this behind bars
1	this movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .
1	just entertaining enough not to hate , too mediocre to love .
1	is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ?
1	feeble comedy .
0	schütte's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close .
0	a fantastically vital movie that manages to invest real humor , sensuality , and sympathy into a story about two adolescent boys .
1	bland but harmless .
0	[fincher's] camera sense and assured pacing make it an above-average thriller .
0	hatfield and hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie's political ramifications .
1	equilibrium the movie , as opposed to the manifesto , is really , really stupid .
0	contrived as this may sound , mr . rose's updating works surprisingly well .
0	a gripping drama .
0	one of creepiest , scariest movies to come along in a long , long time , easily rivaling blair witch or the others .
1	the movie suffers from two fatal ailments -- a dearth of vitality and a story that's shapeless and uninflected .
1	as pure over-the-top trash , any john waters movie has it beat by a country mile .
0	one of the best , most understated performances of [jack nicholson's] career .
0	baran is shockingly devoid of your typical majid majidi shoe-loving , crippled children .
0	not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .
0	features what is surely the funniest and most accurate depiction of writer's block ever .
1	the rock has a great presence but one battle after another is not the same as one battle followed by killer cgi effects .
0	sparse but oddly compelling .
0	intriguing and beautiful film , but those of you who read the book are likely to be disappointed .
1	the angst-ridden , affluent slacker characters are more grating than engaging .
0	a grimly competent and stolid and earnest military courtroom drama .
0	this flick is about as cool and crowd-pleasing as a documentary can get .
0	intelligent , caustic take on a great writer and dubious human being .
1	it's a loathsome movie , it really is and it makes absolutely no sense .
0	it's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team .
0	it finds its moviegoing pleasures in the tiny events that could make a person who has lived her life half-asleep suddenly wake up and take notice .
0	'they' begins and ends with scenes so terrifying i'm still stunned . and i've decided to leave a light on every night from now on .
0	this bold and lyrical first feature from raja amari expands the pat notion that middle-aged women just wanna have fun into a rousing treatise of sensual empowerment .
1	director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .
1	a perfect example of rancid , well-intentioned , but shamelessly manipulative movie making .
0	[while the last metro] was more melodramatic , confined to a single theater company and its strategies and deceptions , while tavernier is more concerned with the entire period of history .
1	simply doesn't have sufficient heft to justify its two-hour running time .
1	resident evil is what comes from taking john carpenter's ghosts of mars and eliminating the beheadings . in other words , about as bad a film you're likely to see all year .
1	it's surprisingly bland despite the heavy doses of weird performances and direction .
1	if kaufman kept cameron diaz a prisoner in a cage with her ape , in his latest , he'd have them mate .
1	godawful boring slug of a movie .
0	with elements cribbed from lang's metropolis , welles' kane , and eisenstein's potemkin , the true wonder of rintarô's metropolis is the number of lasting images all its own .
0	a real story about real people living their lives concerned about the future of an elderly , mentally handicapped family member .
1	the stories here suffer from the chosen format .
0	a sensitive , cultivated treatment of greene's work as well as a remarkably faithful one .
1	a superfluous sequel . . . plagued by that old familiar feeling of 'let's get this thing over with' : everyone has shown up at the appointed time and place , but visible enthusiasm is mighty hard to find .
0	this is as powerful a set of evidence as you'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives .
0	the movie has a soft , percolating magic , a deadpan suspense .
0	what makes this film special is serry's ability to take what is essentially a contained family conflict and put it into a much larger historical context .
0	those who aren't put off by the film's austerity will find it more than capable of rewarding them .
1	partway through watching this saccharine , easter-egg-colored concoction , you realize that it is made up of three episodes of a rejected tv show .
1	demme gets a lot of flavor and spice into his charade remake , but he can't disguise that he's spiffing up leftovers that aren't so substantial or fresh .
1	how this one escaped the lifetime network i'll never know .
0	there's no denying the physically spectacular qualities of the film . . . or the emotional integrity of the performances .
0	the funny thing is , i didn't mind all this contrived nonsense a bit .
1	every potential twist is telegraphed well in advance , every performance respectably muted ; the movie itself seems to have been made under the influence of rohypnol .
1	director barry skolnick and his screenwriters glibly tick off every point of " the longest yard " playbook like a checklist .
1	based on a david leavitt story , the film shares that writer's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .
1	too infuriatingly quirky and taken with its own style .
0	as surreal as a dream and as detailed as a photograph , as visually dexterous as it is at times imaginatively overwhelming .
0	smart , provocative and blisteringly funny .
1	these are textbook lives of quiet desperation .
1	ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism .
1	director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime's uninspired send-up of tv cop show cliches mostly leaves him shooting blanks .
0	y tu mamá también es un buen filme gracias a lo poco convencional de su narrativa , y es quizá el proyecto más arriesgado en la carrera de alfonso cuarón
0	the long-range appeal of " minority report " should transcend any awards it bags . this is one for the ages .
1	the longer the movie goes , the worse it gets , but it's actually pretty good in the first few minutes .
1	it's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .
1	nicks refuses to let slackers be seen as just another teen movie , which means he can be forgiven for frequently pandering to fans of the gross-out comedy .
1	it delivers some chills and sustained unease , but flounders in its quest for deeper meaning .
1	two hours of junk .
1	good for a few unintentional laughs , " extreme ops " was obviously made for the " xxx " crowd , people who enjoy mindless action without the benefit of decent acting , writing , and direction .
0	the performances of the four main actresses bring their characters to life . a little melodramatic , but with enough hope to keep you engaged .
1	in the end , there isn't much to it .
1	not sweet enough to liven up its predictable story and will leave even fans of hip-hop sorely disappointed .
1	shunji iwai's all about lily chou chou is a beautifully shot , but ultimately flawed film about growing up in japan .
0	[it's] a clever thriller with enough unexpected twists to keep our interest .
1	a movie just for friday fans , critics be damned . if you already like this sort of thing , this is that sort of thing all over again .
0	a psychological thriller with a smart script and an obsessive-compulsive's attention to detail .
1	jacobi , the most fluent of actors , is given relatively dry material from nijinsky's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive .
1	a movie that's about as overbearing and over-the-top as the family it depicts .
0	a piquant meditation on the things that prevent people from reaching happiness .
0	grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .
1	a cross between blow and boyz n the hood , this movie strives to be more , but doesn't quite get there . good performances keep it from being a total rehash .
0	beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .
1	a hit- and-miss affair , consistently amusing but not as outrageous or funny as cho may have intended or as imaginative as one might have hoped .
1	american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson , in the end , is nothing new .
0	there has been much puzzlement among critics about what the election symbolizes . i believe the message is in the messenger : the agent is a woman .
0	daring , mesmerizing and exceedingly hard to forget .
0	the movie is a blast of educational energy , as bouncy animation and catchy songs escort you through the entire 85 minutes .
0	streamlined to a tight , brisk 85-minute screwball thriller , " big trouble " is funny , harmless and as substantial as a tub of popcorn with extra butter .
0	illuminating if overly talky documentary .
1	it's an 88-minute highlight reel that's 86 minutes too long .
1	[h]ad i suffered and bled on the hard ground of ia drang , i'd want something a bit more complex than we were soldiers to be remembered by .
0	the whole mildly pleasant outing -- the r rating is for brief nudity and a grisly corpse -- remains aloft not on its own self-referential hot air , but on the inspired performance of tim allen .
1	with the exception of some fleetingly amusing improvisations by cedric the entertainer as perry's boss , there isn't a redeeming moment here .
0	a deliciously mordant , bitter black comedy .
0	the emotions are raw and will strike a nerve with anyone who's ever had family trauma .
1	feels like a cold old man going through the motions .
1	a reasonably efficient mechanism , but it offers few surprises and finds its stars slumming in territory they should have avoided .
0	delivers more than its fair share of saucy hilarity .
1	there's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .
0	one can't deny its seriousness and quality .
0	family fare .
0	'anyone with a passion for cinema , and indeed sex , should see it as soon as possible . '
0	while dutifully pulling on heartstrings , directors dean deblois and chris sanders valiantly keep punching up the mix .
0	promises is one film that's truly deserving of its oscar nomination .
0	you could love safe conduct ( laissez passer ) for being a subtitled french movie that is 170 minutes long . you could hate it for the same reason .
0	a complex psychological drama about a father who returns to his son's home after decades away .
0	the ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .
1	earnest but earthbound . . . a slow , soggy , soporific , visually dank crime melodrama/character study that would be more at home on the small screen but for its stellar cast .
0	captivates as it shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper .
1	sayles . . . once again strands his superb performers in the same old story .
1	it's a hellish , numbing experience to watch , and it doesn't offer any insights that haven't been thoroughly debated in the media already , back in the dahmer heyday of the mid-'90s .
0	its adult themes of familial separation and societal betrayal are head and shoulders above much of the director's previous popcorn work .
0	a tasty slice of droll whimsy .
0	there are a few stabs at absurdist comedy . . . but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian specialty .
1	a faster paced family flick . upper teens may get cynical . smaller numbered kidlets will enjoy .
0	director claude chabrol has become the master of innuendo . it is not what you see , it is what you think you see .
1	producer john penotti surveyed high school students . . . and came back with the astonishing revelation that " they wanted to see something that didn't talk down to them . " ignoring that , he made swimfan anyway
1	it's quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere .
0	the emotion is impressively true for being so hot-blooded , and both leads are up to the task .
1	if the tuxedo actually were a suit , it would fit chan like a $99 bargain-basement special .
0	what saves it . . . and makes it one of the better video-game-based flicks , is that the film acknowledges upfront that the plot makes no sense , such that the lack of linearity is the point of emotional and moral departure for protagonist alice .
0	más sarcástica , divertida y demencial que su predecesora , es un buen ejemplo de lo que es el cine de entretenimiento puro y sin complejos .
0	. . . flat-out amusing , sometimes endearing and often fabulous , with a solid cast , noteworthy characters , delicious dialogue and a wide supply of effective sight gags .
0	. . . a lesson in prehistoric hilarity .
0	may be the most undeserving victim of critical overkill since town and country .
1	completely awful iranian drama . . . as much fun as a grouchy ayatollah in a cold mosque .
1	though her fans will assuredly have their funny bones tickled , others will find their humor-seeking dollars best spent elsewhere .
0	. . . there is enough originality in 'life' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens .
1	plays like one of those conversations that comic book guy on " the simpsons " has .
1	director jay russell stomps in hobnail boots over natalie babbitt's gentle , endearing 1975 children's novel .
1	characters still need to function according to some set of believable and comprehensible impulses , no matter how many drugs they do or how much artistic license avary employs .
1	what the director can&#8217 ; t do is make either of val kilmer&#8217 ; s two personas interesting or worth caring about .
1	it might be the first sci-fi comedy that could benefit from a three's company-style laugh track .
0	it grabs you in the dark and shakes you vigorously for its duration .
0	it is definitely worth seeing .
0	perhaps not since nelson eddy crooned his indian love call to jeanette macdonald has there been a movie so unabashedly canadian , not afraid to risk american scorn or disinterest .
0	[leigh] has a true talent for drawing wrenching performances from his actors ( improvised over many months ) and for conveying the way tiny acts of kindness make ordinary life survivable .
0	. . . enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .
0	. . . a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs . it is an unstinting look at a collaboration between damaged people that may or may not qual
0	overall , it's a very entertaining , thought-provoking film with a simple message : god is love .
0	[a]n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s .
1	. . . too contrived to be as naturally charming as it needs to be .
0	sound the trumpets : for the first time since desperately seeking susan , madonna doesn't suck as an actress .
1	more dutiful than enchanting . . . terribly episodic and lacking the spark of imagination that might have made it an exhilarating treat .
1	sometimes it feels as if it might have been made in the '70s or '80s , and starred chevy chase and goldie hawn .
1	the story and the friendship proceeds in such a way that you're watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships .
0	showtime is a fine-looking film with a bouncy score and a clutch of lively songs for deft punctuation .
0	it turns out to be smarter and more diabolical than you could have guessed at the beginning .
0	a taut , intelligent psychological drama .
0	the fly-on-the-wall method used to document rural french school life is a refreshing departure from the now more prevalent technique of the docu-makers being a visible part of their work .
1	the sum of all fears is remarkably fuddled about motives and context , which drains it of the dramatic substance that would shake us in our boots ( or cinema seats ) .
0	audiences conditioned to getting weepy over saucer-eyed , downy-cheeked moppets and their empathetic caretakers will probably feel emotionally cheated by the film's tart , sugar-free wit .
0	barney has created a tour de force that is weird , wacky and wonderful .
1	a series of immaculately composed shots of patch adams quietly freaking out does not make for much of a movie .
1	i have to admit i walked out of runteldat . i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes .
1	has its moments -- and almost as many subplots .
1	sewer rats could watch this movie and be so skeeved out that they'd need a shower .
1	there's no point of view , no contemporary interpretation of joan's prefeminist plight , so we're left thinking the only reason to make the movie is because present standards allow for plenty of nudity .
1	while it is interesting to witness the conflict from the palestinian side , longley's film lacks balance . . . and fails to put the struggle into meaningful historical context .
1	so clichéd that , at one point , they literally upset an apple cart .
0	the performers are so spot on , it is hard to conceive anyone else in their roles .
0	a minor work yet there's no denying the potency of miller's strange , fleeting brew of hopeful perseverance and hopeless closure .
0	it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .
0	a sentimental but entirely irresistible portrait of three aging sisters .
0	if villainous vampires are your cup of blood , blade 2 is definitely a cut above the rest .
0	one of the very best movies ever made about the life of moviemaking .
1	apallingly absurd . . . the chemistry or lack thereof between newton and wahlberg could turn an imax theater into a 9 " black and white portable tv .
0	in auteil's less dramatic but equally incisive performance , he's a charismatic charmer likely to seduce and conquer .
1	the movie barely makes sense , with its unbelievable naïveté and arbitrary flashbacks .
1	another in-your-face wallow in the lower depths made by people who have never sung those blues .
1	a limp eddie murphy vehicle that even he seems embarrassed to be part of .
1	you can see where big bad love is trying to go , but it never quite gets there .
0	one of recent memory's most thoughtful films about art , ethics , and the cost of moral compromise .
1	your appreciation of it will depend on what experiences you bring to it and what associations you choose to make .
0	the solid filmmaking and convincing characters makes this a high water mark for this genre .
1	imagine a really bad community theater production of west side story without the songs .
0	[an] hilarious romantic comedy .
1	it's not thirsty , consuming passion which drives this movie . no , it's the repetition of said behavior , and so children of the century is more mindless love than mad , more grating and boring than anything else .
1	the average local news columnist has a bigger rant on the war between modern landscape architecture and small-town america .
0	a rarity among recent iranian films : it's a comedy full of gentle humor that chides the absurdity of its protagonist's plight .
1	a nearly 21/2 hours , the film is way too indulgent .
0	mr . caine and mr . fraser are the whole show here , with their memorable and resourceful performances .
0	girls gone wild and gone civil again
0	the film overcomes the regular minefield of coming-of-age cliches with potent doses of honesty and sensitivity .
0	once folks started hanging out at the barbershop , they never wanted to leave . chances are you won't , either .
0	a great cast and a wonderful but sometimes confusing flashback movie about growing up in a dysfunctional family .
0	you don't need to be a hip-hop fan to appreciate scratch , and that's the mark of a documentary that works .
1	not really a thriller so much as a movie for teens to laugh , groan and hiss at .
0	dong shows how intolerance has the power to deform families , then tear them apart .
1	it throws quirky characters , odd situations , and off-kilter dialogue at us , all as if to say , " look at this ! this is an interesting movie ! " but the film itself is ultimately quite unengaging .
0	aniston has at last decisively broken with her friends image in an independent film of satiric fire and emotional turmoil .
0	if you love reading and/or poetry , then by all means check it out . you'll probably love it .
0	a woman's pic directed with resonance by ilya chaiken .
0	once you get into its rhythm . . . the movie becomes a heady experience .
1	what puzzles me is the lack of emphasis on music in britney spears' first movie .
1	downright transparent is the script's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a " cooler " pg-13 rating .
1	beware the quirky brit-com . they can and will turn on a dime from oddly humorous to tediously sentimental .
1	the story is familiar from its many predecessors ; like them , it eventually culminates in the not-exactly -stunning insight that crime doesn't pay .
0	a gorgeously strange movie , heaven is deeply concerned with morality , but it refuses to spell things out for viewers .
0	it is intensely personal and yet -- unlike quills -- deftly shows us the temper of the times .
0	the ending does leave you unfulfilled , but these are performances to enjoy in a memorable ensemble piece .
1	it's so crammed with scenes and vistas and pretty moments that it's left a few crucial things out , like character development and coherence .
1	the journey toward redemption feels more like a cinematic experiment than a full-blown movie .
0	[villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death .
1	there's a heavy stench of 'been there , done that' hanging over the film . it's everything you'd expect -- but nothing more .
0	consummate actor barry has done excellent work here .
1	. . . there's a choppy , surface-effect feeling to the whole enterprise .
0	if there's nothing fresh about wannabes , which was written by mr . demeo , who produced and directed the film with charles a . addessi , much of the time the movie feels authentic .
1	a pretentious mess .
1	it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .
